relationship,guidance,social,collaboration,funding,benefits,publications,teaching,careersupport,Age,Gender,LatinoHispanic,MiddleEastern,African,SouthAsian,EastAsian,OtherEth,Africa,Asia,Australasia,NorthCentralAmerica,SouthAmerica,PhDReason,HoursWorked,HoursMeeting,Anxiety,Bullying,Discrimination,Caring,Class1,Class2,Class3,Class4,Class5,Class6,Class,ID
6,5,6,5,4,1,3,4,4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,.303,0,.697,6,3334
0,0,3,3,1,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.058,0,0,0,.942,0,5,3336
6,4,4,5,0,4,5,6,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,.209,0,.791,6,3337
2,2,5,5,6,6,0,5,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,.819,0,0,.181,0,2,3341
3,5,4,5,2,3,1,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,.862,.001,.135,0,.001,2,3344
5,3,5,5,3,3,1,2,3,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,.018,.001,.965,0,.016,4,3345
5,2,6,6,6,2,5,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,.005,0,.096,0,.899,6,3347
0,0,2,4,4,4,3,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,.02,0,0,0,.98,0,5,3348
6,6,5,6,6,6,6,6,5,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,6,3349
6,3,3,4,6,0,6,3,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,.001,0,.887,0,.112,4,3350
0,0,3,1,2,4,3,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,.054,0,0,0,.946,0,5,3352
3,0,0,0,1,5,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,.04,0,.957,0,.002,0,3,3355
0,1,0,3,0,1,1, , ,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,.937,0,0,0,.063,0,1,3356
5,4,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,.994,.006,0,0,3,3357
6,6,6,6,4,6,6,6,6,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,6,3361
6,3,6,6,6,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,.001,0,.945,0,.054,4,3362
6,6,4,4,2,3,4,3,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,.708,0,.292,4,3363
5,5,6,5,6,5,4,4,5,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,.011,0,.989,6,3367
5,6,3,6,2,4,5,3,6,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,.036,0,.964,6,3372
4,3,5,4,6,3,1,3,4,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,.556,.001,.412,0,.031,2,3373
4,0,1,5,1,1,3,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,.018,.977,.005,0,0,3,3375
5,3,0,3,3,0,1,2,2,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,.005,.653,.342,0,0,3,3377
4,4,3,4,2,5,3,3,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,.368,.002,.611,0,.019,4,3379
5,3,5,5,6,5,5,3,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,.051,0,.765,0,.184,4,3380
0,0,3,3,1,1, , ,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,.274,0,0,0,.726,0,5,3381
2,2,3,3,5,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.007,.271,.049,0,.672,0,5,3382
0,1,3,1,6,2,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,.333,0,0,0,.667,0,5,3384
3,5,4,1,3,3, , ,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,.914,.019,.065,.001,.001,2,3385
5,5,5,6,6,3,6,4,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,.003,0,.997,6,3388
1,0,3,2,5,4,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,.071,0,0,0,.929,0,5,3389
0,0,3,0,0,3,0, ,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,.954,0,0,0,.046,0,1,3391
6,3,5,5,3,1,3,6,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,.126,0,.874,6,3392
6,6,4,6,6,6,6,6,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,6,3397
6,4,6,4,4,3,5,4,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,.332,0,.667,6,3398
5,2,5,6,6,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.098,.009,.889,0,.005,4,3404
6,5,5,6,6,6,6,5,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,6,3406
5,5,3,3,2,5,2,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,.009,.001,.978,0,.012,4,3407
5,5,4,4,5,0,5,2,4,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,.003,0,.802,0,.194,4,3408
6,6,5,3,0,1,4,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.961,0,.039,4,3410
1,0,4,1,0,4,4,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,.022,.001,0,0,.977,0,5,3413
4,2,4,2,2,4,2,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,.213,.722,.065,.001,0,3,3418
0,0,4,3,4,5,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,.032,0,0,0,.968,0,5,3420
4,3,6,5,3,3,3,3,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,.429,.001,.535,0,.036,4,3424
5,4,3,2,6,6,4,6,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,.025,0,.439,0,.536,6,3427
5,4,4,3,5,3,3,3,4,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,.015,0,.823,0,.162,4,3431
5,5,5,6,3,3,5,3,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,.001,0,.199,0,.8,6,3432
3,1,3,6,1,4,5,4,3,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,.989,.002,.009,.001,0,2,3434
6,5,1,0,0,4,2,3,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,.018,.981,0,.001,4,3435
5,1,4,3,3,0,2,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,.026,.601,.373,0,0,3,3437
4,4,3,4,1,3,4,2,5,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,.218,.001,.731,0,.051,4,3441
4,3,2,6,6,0,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.365,.153,.481,0,0,4,3446
6,5,6,6,6, , , , ,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,.041,0,.959,6,3447
6,6,6,3,6,4,3,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,.263,0,.737,6,3451
6,6,6,6,6,6,6,6,6,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,6,3452
5,5,4,5,6,3,5, ,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,.047,0,.953,6,3455
6,6,6,6,4,5, ,6,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,.006,0,.994,6,3457
5,6,4,5,6,6,4,6,6,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.001,0,.999,6,3458
5,6,6,6,3,3,4,5,6,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,.006,0,.994,6,3459
5,2,5,4,6,4,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.093,.008,.891,0,.008,4,3460
3,4,1,5,3,0,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,.892,.01,.097,0,0,2,3462
6,5,5,6,2,4,3,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.036,0,.964,6,3464
0,6,0,3,4,3,0,3,5,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,.009,.147,0,0,.843,0,5,3465
6,5,3,6,2,6,5, ,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,.17,0,.83,6,3466
6,6,6,2,5,0,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,.919,0,.081,4,3467
5,4,4,4,4,3,3, ,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,.012,0,.88,0,.107,4,3473
5,2,0,5,5,4,1,2,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,.059,.012,.921,0,.008,4,3476
6,2,1,2,1,5,5,2,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,.002,.001,.95,0,.047,4,3477
1,0,0,1,0,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,.942,0,.001,0,.057,0,1,3480
6,6,4,4,5,4,5,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,.227,0,.773,6,3481
6,6,2,4,4,6, , ,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.179,0,.821,6,3483
4,4,3, ,5,5, , , ,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.426,.013,.402,0,.159,2,3484
6,2,5,2,2,3,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.001,.02,.978,0,.001,4,3485
3,3,2,4,5,4,3,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,.974,.01,.015,.001,0,2,3487
5,5,4,1,4,6,1,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,.019,0,.919,0,.061,4,3488
2,5,3,2,1,4,2,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,.853,.025,.002,.12,0,2,3489
6,4,6,5,5,4,3,4,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,.039,0,.961,6,3490
0,3,0,4,4,4,5,6,3,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,.001,.017,0,0,.983,0,5,3492
3,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,.032,0,.968,0,0,0,3,3494
5,5,5,5,5,5,5,6,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,.005,0,.994,6,3495
3,1,4,4,5,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.806,.129,.003,.061,0,2,3496
6,0,3,6,6,6,2,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,.014,.014,.966,0,.006,4,3502
2, ,1,0,1,0,0, ,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,.853,0,.133,0,.014,0,1,3503
0,3,6,0,6, ,0, ,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,.043,0,0,0,.957,0,5,3506
1,2,3,3,3,2,3,3,6,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,.001,.639,0,0,.36,0,2,3507
2,5,6,1,4,1,0,0,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,.962,.014,.003,.021,0,2,3508
2,3,3,6,4,0,5,3,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,.997,0,.002,.002,0,2,3509
5,5,6,5,5,6,4,5,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,.017,0,.983,6,3510
5,6,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,.979,.021,0,0,3,3512
3,1,2,2,5,1,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,.66,.302,.003,.035,0,2,3513
0,0,0,3,5,3,2,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,.471,0,0,0,.529,0,5,3518
4,5,3,1,5,3,3,3,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,.314,.003,.658,0,.025,4,3519
4,3,1,2,3,2,5,5,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,.476,.154,.369,0,.001,2,3521
6,1,5,4,2,3,0,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,.002,.048,.95,0,0,4,3527
5,5,5,5,5,5,4,5,4,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,.044,0,.956,6,3531
6,6,5,4,4,2,0,3,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,.535,0,.465,4,3532
1,0,0,0,3,5,3,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,.613,0,0,0,.386,0,1,3535
6,1,3,6,6,4,5,4,5,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,.125,0,.874,6,3537
3,0,0,4,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,.007,.002,.988,0,.003,0,3,3539
5,6,6,6,4,6,5,5,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,.002,0,.998,6,3541
5,3,3,4,5,2,2,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,.028,.027,.943,0,.002,4,3547
5,5,5,2,6,5,5,5,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,.002,0,.084,0,.914,6,3548
6,6,0,6,6,6,0,0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,.303,0,.697,6,3550
3,3,1,2,0,2,1,3,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,.001,.102,.891,.004,.003,0,3,3551
0,1,0,6,6,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,.063,0,0,0,.937,0,5,3555
4,3,2,4,1, ,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,.157,.682,.161,0,0,3,3557
6,5,2,4,3,2,2,2,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,.984,0,.015,4,3558
6,6,5,4,6,5,5,3,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,.003,0,.997,6,3564
5,4,5,5, ,5,0, ,4,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,.009,0,.638,0,.353,4,3565
3,3,3,2,2,4,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,.183,.791,.003,.023,0,3,3566
4,2,3,5,3,4,4,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,.657,.028,.313,0,.002,2,3570
4,5,3,3,4,4,0,4,4,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,.235,.001,.734,0,.03,4,3573
6,5,1,4,6,6,4,6,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,.065,0,.935,6,3575
6,0,3,3,2,4,2,3,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,.006,.019,.969,0,.007,4,3579
6,6,5,6,6,6,4,6,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,.001,0,.999,6,3582
5,1,0,3,5,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,.001,.994,.005,0,0,3,3584
1,1,3,0,5,2,3, ,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,.265,.001,.001,0,.733,0,5,3598
0,0,0,3,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,.987,0,0,0,.013,0,1,3601
6,6,3,4,2,0,1,6,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,.994,0,.006,4,3603
0,0,2,0,3,3,3,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,.789,0,0,0,.211,0,1,3604
6,5,3,5,4,3,3,4,4,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,.408,0,.592,6,3608
0,2,1,1,3,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,.932,0,0,0,.068,0,1,3611
6,4,2,2,6,6,3, ,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,.001,.001,.964,0,.033,4,3612
1,1,2,3,1,3,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,.203,.001,.002,0,.794,0,5,3613
6,2,4,3,6,4,5,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,.003,0,.775,0,.222,4,3614
6,0,0,6,0,0,0,3,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,.574,.426,0,0,3,3615
1,3,1,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,.974,0,.006,0,.02,0,1,3618
6,5,6,6,3,3,1,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,.523,0,.477,4,3621
5,5,5,3,3,3,5, , ,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,.004,0,.568,0,.428,4,3622
3,2,3,4,4,2,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,.856,.118,.012,.014,0,2,3623
5,4,3,4,3,6,5,5,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,.002,0,.089,0,.909,6,3624
4,2,4,2,6,4,4,5,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.853,.01,.133,0,.003,2,3625
0,0,5,3,4,6,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,.006,0,0,0,.994,0,5,3627
2,2,3,4,6,5,6,6,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,.99,0,0,.01,0,2,3628
6,5,5,4, ,4,0,4,5,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,.312,0,.688,6,3632
6,6,5,5,5,5,5,5,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.001,0,.999,6,3634
2,1,0,3,5,5,5, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,.01,.302,.024,0,.664,0,5,3639
3,3,4,3,5,4,3,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,.984,.002,.013,.001,0,2,3640
4,5,3,4,4,3,5,4,5,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,.085,0,.322,0,.594,6,3643
5,3,0,4,1,1,1,3,4,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,.009,.042,.948,0,.001,4,3645
6,5,3,3,4,4,3,3,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,.856,0,.143,4,3648
6,6,4,5,5,3,5,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,.018,0,.982,6,3651
6,5,4,5,5,3, ,5,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,.307,0,.693,6,3652
0,3,3,2,5,3,1, ,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,.069,0,0,0,.931,0,5,3653
5,4,5,5,5,4,4,5,5,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,.001,0,.045,0,.955,6,3657
3,2,4,4,5,3,5,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.987,.004,.008,.001,0,2,3658
4,4,2,4,5,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,.056,.8,.145,0,0,3,3661
2,0,6,3,5,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,.008,.023,.023,0,.946,0,5,3664
5,3,5,6,5,6,2,6,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,.001,0,.031,0,.968,6,3665
3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,.961,.016,.022,.002,0,2,3666
6,6,4,6,6,5,5, ,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.001,0,.999,6,3667
5,6,5,6,6,6,5,5,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,6,3670
3,3,3,2,6,4, ,4,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,.97,.014,.008,.007,0,2,3671
4,3,5,5,4,3,2,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,.468,.001,.512,0,.018,4,3672
3,4,0,2,4,1,0, ,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,.001,.023,.972,.001,.003,0,3,3673
6,5,3,4,4,5,1,3,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,.948,0,.052,4,3677
6,5,6,6,2,4,6,4,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,.008,0,.992,6,3679
5,5,0,0,0,0,4,4,6,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,.003,.004,.985,0,.008,4,3682
5,1,1,6,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,.99,.009,0,0,3,3683
6,6,6,5,1,5,5,4,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,.012,0,.988,6,3689
3,3,3,0,4,4,0,3,3,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,.723,.255,.008,.015,0,2,3690
 ,6,4, ,0,0,5,6,5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.008,0,.3,0,.691,6,3692
5,4,2,4,4,1,0,4,2,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,.008,.01,.98,0,.001,4,3694
6,6,4,5,4,1,4,3,3,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,.643,0,.357,4,3696
5,5,1,5,6,4,5,4,5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.001,0,.106,0,.893,6,3697
5,4,2,3,5,5,4,3,4,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,.022,0,.727,0,.252,4,3699
1,1,2,0,3,4,0,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,.631,0,.001,0,.369,0,1,3701
5,5,3,4,0,0,3, ,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,.002,.001,.991,0,.007,4,3704
5,2,3,0,5,5,2, ,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,.022,.886,.092,0,0,3,3707
6,5,6,4,4,6,3,4,5,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.02,0,.98,6,3708
4,5,2,6,6,2,1,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,.165,.001,.817,0,.017,4,3710
0,1,5,2,4,3,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,.005,0,0,0,.995,0,5,3712
2,0,6,1,4,4,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,.007,.027,.013,0,.952,0,5,3713
5,5,4,6,6,4,5,4,6,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,.005,0,.994,6,3715
5,4,5,5,1,5,4, ,4,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,.004,0,.401,0,.595,6,3718
6,5,3,4,4,2,3,2,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,.94,0,.06,4,3719
2,5,3,4,0,2,5,2,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,.956,.018,.005,.021,0,2,3720
4,4,3,4,5,4,2,4,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,.427,.001,.541,0,.031,4,3722
